inout_travelling,operator,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,26.8706523,81.002619,Uttar Pradesh,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,26.8628593,81.0051484,Uttar Pradesh,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,26.83971307,80.9159873,Uttar Pradesh,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,3,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,21.09928278,79.08597233,Maharashtra,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,17.1545491,78.5871984,Telangana,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,28.9948266,79.43746165,Uttarakhand,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,7,2025
Travelling,Airtel,4G,5,Satisfactory,21.59447667,73.016535,Gujarat,7,2025
Travelling,Airtel,4G,2,Poor Voice Quality,16.46870856,81.20929945,Andhra Pradesh,4,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,5,Satisfactory,23.0737422,72.5052966,Gujarat,4,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,2,Poor Voice Quality,28.61458143,77.12497809,Delhi,4,2021
Travelling,Airtel,4G,3,Poor Voice Quality,24.7583676,87.8155179,West Bengal,4,2021
Travelling,Airtel,4G,3,Satisfactory,16.54409646,81.52613748,Andhra Pradesh,4,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,4,2021
Travelling,Airtel,4G,5,Satisfactory,23.0737434,72.5052983,Gujarat,3,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,5,Satisfactory,23.07135904,72.51790265,Gujarat,2,2021
Travelling,Airtel,4G,4,Satisfactory,16.88480984,79.69081805,Telangana,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,2,Poor Voice Quality,28.61447325,77.1250113,Delhi,4,2021
Travelling,Airtel,4G,4,Satisfactory,22.75321,86.20965667,Jharkhand,4,2021
Travelling,Airtel,4G,1,Poor Voice Quality,23.030539,72.6137375,Gujarat,3,2021
Travelling,Airtel,4G,5,Satisfactory,10.63971008,76.23186164,Kerala,3,2021
Travelling,Airtel,4G,1,Poor Voice Quality,18.9548471,72.8010819,Maharashtra,3,2021
Travelling,Airtel,4G,5,Satisfactory,23.07416221,72.5060516,Gujarat,3,2021
Travelling,Airtel,4G,5,Satisfactory,23.07250376,72.50961382,Gujarat,3,2021
Travelling,Airtel,4G,1,Poor Voice Quality,12.2972872,76.6591391,Karnataka,3,2021
Travelling,Airtel,4G,1,Poor Voice Quality,12.2970896,76.6977542,Karnataka,3,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,12.9949562,80.2604292,Tamil Nadu,1,2021
Travelling,Airtel,4G,5,Satisfactory,26.84428747,80.88416229,Uttar Pradesh,1,2021
Travelling,Airtel,4G,1,Call Dropped,12.2790343,76.6840973,Karnataka,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,23.0738342,72.505332,Gujarat,1,2021
Travelling,Airtel,4G,5,Satisfactory,26.20497284,78.18962436,Madhya Pradesh,1,2021
Travelling,Airtel,4G,5,Satisfactory,12.9949672,80.26052,Tamil Nadu,1,2021
Travelling,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,28.4561902,77.0818943,Haryana,1,2021
Travelling,Airtel,4G,5,Satisfactory,28.456185,77.0818929,Haryana,1,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,3,Call Dropped,22.75639,78.356855,Madhya Pradesh,3,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,5,Satisfactory,23.0736922,72.5052231,Gujarat,3,2021
Travelling,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,1,Call Dropped,22.24437233,70.75666116,Gujarat,2,2021
Travelling,Airtel,4G,3,Poor Voice Quality,17.57343932,78.56588971,Telangana,2,2021
Travelling,Airtel,4G,1,Call Dropped,22.27554252,70.81227539,Gujarat,2,2021
Travelling,Airtel,4G,1,Call Dropped,22.27554252,70.81227539,Gujarat,2,2021
Travelling,Airtel,4G,5,Satisfactory,31.60590774,74.90426716,Punjab,2,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,1,2021
Travelling,Airtel,4G,5,Satisfactory,22.5797501,88.4674574,West Bengal,1,2021
Travelling,Airtel,4G,5,Satisfactory,10.12312681,76.35681005,Kerala,1,2021
Travelling,Airtel,4G,5,Satisfactory,10.12315782,76.35676374,Kerala,1,2021
Travelling,Airtel,4G,5,Satisfactory,10.12315782,76.35676374,Kerala,1,2021
Travelling,Airtel,4G,5,Satisfactory,23.0305089,72.6137828,Gujarat,1,2021
Travelling,Airtel,4G,5,Satisfactory,26.86264704,81.01784521,Uttar Pradesh,1,2021
Travelling,Airtel,4G,4,Satisfactory,13.93625752,75.54844779,Karnataka,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,5,Satisfactory,31.60585245,74.90430049,Punjab,2,2021
Travelling,Airtel,4G,1,Poor Voice Quality,22.26054306,70.7815434,Gujarat,2,2021
Travelling,Airtel,4G,1,Poor Voice Quality,16.88405965,79.69179173,Telangana,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,5,Satisfactory,31.6067768,74.9031562,Punjab,2,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,2,2021
Travelling,Airtel,4G,5,Satisfactory,23.29594811,72.34119606,Gujarat,3,2021
Travelling,Airtel,4G,5,Satisfactory,23.29594811,72.34119606,Gujarat,3,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,5,Satisfactory,23.07661958,72.52450283,Gujarat,3,2021
Travelling,Airtel,4G,5,Satisfactory,23.07661958,72.52450283,Gujarat,3,2021
Travelling,Airtel,4G,5,Satisfactory,23.07661958,72.52450283,Gujarat,3,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,3,2021
Travelling,Airtel,4G,5,Satisfactory,21.1657848,72.7884735,Gujarat,10,2021
Travelling,Airtel,4G,1,Poor Voice Quality,21.14871077,72.81513835,Gujarat,10,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,10,2021
Travelling,Airtel,4G,5,Satisfactory,23.38043333,77.75955667,Madhya Pradesh,10,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,5,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,5,2021
Travelling,Airtel,4G,2,Poor Voice Quality,16.5479219,81.5553577,Andhra Pradesh,5,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467972,81.55573134,Andhra Pradesh,5,2021
Travelling,Airtel,4G,1,Poor Voice Quality,29.2964982,73.9024631,Rajasthan,7,2021
Travelling,Airtel,4G,1,Poor Voice Quality,29.3003605,73.9051517,Rajasthan,7,2021
Travelling,Airtel,4G,1,Call Dropped,28.60342975,77.05663747,Delhi,7,2021
Travelling,Airtel,4G,1,Call Dropped,29.1540855,75.7227933,Haryana,8,2021
Travelling,Airtel,4G,1,Call Dropped,10.84477167,77.19357,Tamil Nadu,8,2021
Travelling,Airtel,4G,1,Poor Voice Quality,28.56932333,77.34081667,Uttar Pradesh,8,2021
Travelling,Airtel,4G,4,Satisfactory,13.93670949,75.5482268,Karnataka,8,2021
Travelling,Airtel,4G,1,Poor Voice Quality,29.2964918,73.9024306,Rajasthan,11,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,5,2021
Travelling,Airtel,4G,1,Call Dropped,29.29659871,73.90235755,Rajasthan,7,2021
Travelling,Airtel,4G,1,Poor Voice Quality,29.296523,73.9024603,Rajasthan,7,2021
Travelling,Airtel,4G,1,Call Dropped,26.46241293,74.62718114,Rajasthan,7,2021
Travelling,Airtel,4G,1,Poor Voice Quality,29.297146,73.9071394,Rajasthan,7,2021
Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA,9,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467972,81.55573134,Andhra Pradesh,5,2021
Travelling,Airtel,4G,5,Satisfactory,28.0843518,77.5833037,Uttar Pradesh,5,2021
Travelling,Airtel,4G,1,Call Dropped,16.98602847,82.2501463,Andhra Pradesh,5,2021
Travelling,Airtel,4G,3,Satisfactory,16.98166974,82.24920759,Andhra Pradesh,5,2021
Travelling,Airtel,4G,1,Poor Voice Quality,16.98166974,82.24920759,Andhra Pradesh,5,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,5,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467575,81.5559558,Andhra Pradesh,6,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467798,81.5558002,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467823,81.5557987,Andhra Pradesh,6,2021
Travelling,Airtel,4G,4,Satisfactory,18.50495167,73.80750333,Maharashtra,6,2021
Travelling,Airtel,4G,4,Satisfactory,25.8067387,93.7662069,Nagaland,7,2021
Travelling,Airtel,4G,1,Call Dropped,28.50916559,77.04045211,Haryana,7,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,7,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,10,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,10,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,5,Satisfactory,22.87715995,72.79873995,Gujarat,9,2021
Travelling,Airtel,4G,5,Satisfactory,23.3295712,77.7982596,Madhya Pradesh,10,2021
Travelling,Airtel,4G,1,Poor Voice Quality,23.030833,72.6145624,Gujarat,11,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
Travelling,Airtel,4G,5,Satisfactory,23.32961333,77.79828833,Madhya Pradesh,11,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,9,2021
Travelling,Airtel,4G,1,Poor Voice Quality,28.3074935,76.8827035,Rajasthan,9,2021
Travelling,Airtel,4G,3,Satisfactory,15.64606708,79.49818523,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.64527926,79.50028364,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7343624,79.2631181,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7038217,79.2935595,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.6872194,79.2828762,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7353524,79.2653766,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7353524,79.2653766,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7343578,79.2631132,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7207415,79.2625578,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.6719448,79.3442674,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7248207,79.2657935,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7248202,79.2657939,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7343645,79.2631192,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7343613,79.2631132,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7343638,79.2631193,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7110621,79.3083522,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7110621,79.3083522,Andhra Pradesh,6,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,4,Satisfactory,25.7977559,93.7825701,Nagaland,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7353524,79.2653766,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7237524,79.3752419,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7159097,79.3119653,Andhra Pradesh,6,2021
Travelling,Airtel,4G,4,Satisfactory,15.7343635,79.2631192,Andhra Pradesh,6,2021
Travelling,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.720759,79.2629102,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7229819,79.2639672,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7345658,79.2631228,Andhra Pradesh,6,2021
Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,3,Satisfactory,15.7299671,79.263542,Andhra Pradesh,6,2021
Travelling,Airtel,4G,2,Call Dropped,28.48807641,77.01116832,Haryana,6,2021
Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467798,81.5558002,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467946,81.55581377,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.5467946,81.55581377,Andhra Pradesh,6,2021
Travelling,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.54685825,81.55579369,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.11166007,79.8242713,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.11166007,79.8242713,Andhra Pradesh,6,2021
Travelling,Airtel,4G,3,Satisfactory,16.11166007,79.8242713,Andhra Pradesh,6,2021
